SAFX01;;31;Reservado 8;DSC_RESERVADO8;50;A;;;;;;;;;;
SAFX01;;32;Data de Lançamento Extemporâneo;DAT_LANCTO_EXTEMP;8;N;;;;;;;;;;
SAFX01;;33;Código do Evento - DES-IF;COD_EVENTO_DESIF;3;A;;;;;;;;;;
SAFX01;;34;UF do Vínculo/Origem;COD_ESTADO_ORIG;2;A;;;;;;;;;;
SAFX01;;35;Município do Vínculo/Origem;COD_MUNIC_ORIG;5;N;;;;;;;;;;
SAFX02;(*);1;Código da Empresa;COD_EMPRESA;3;A;;;;;;;;;;
SAFX02;(*);2;Código do Estabelecimento;COD_ESTAB;6;A;;;;;;;;;;
SAFX02;(*);3;Conta Contábil;COD_CONTA;70;A;;;;;;;;;;
SAFX02;(*);4;Data da Operação;DATA_SALDO;8;N;;;;;;;;;;
SAFX02;;5;Saldo Inicial;VLR_SALDO_INI;017V002;N;;;;;;;;;;
SAFX02;(*);6;Débito/Crédito;IND_SALDO_INI;1;A;;;;;;;;;;
SAFX02;;7;Saldo Final;VLR_SALDO_FIM;017V002;N;;;;;;;;;;
SAFX02;(*);8;Débito/Crédito;IND_SALDO_FIM;1;A;;;;;;;;;;
SAFX02;;9;Total Crédito;VLR_TOT_CRE;017V002;N;;;;;;;;;;
SAFX02;;10;Total Débito;VLR_TOT_DEB;017V002;N;;;;;;;;;;
SAFX02;;11;Identificador do Saldo Mensal ;IDENTIF_SALDO;128;A;;;;;;;;;;
SAFX02;;12;Código do Sistema de Origem ;COD_SISTEMA_ORIG;4;A;;;;;;;;;;
SAFX03;(*);1;Código da Empresa;COD_EMPRESA;3;A;;;;;;;;;;
SAFX03;(*);2;Código do Estabelecimento;COD_ESTAB;6;A;;;;;;;;;;
SAFX03;(*);3;Data do Movimento;DATA_MOVTO;8;N;;;;;;;;;;
SAFX03;(*);4;Indicador de Pessoa Física/Jurídica;IND_FIS_JUR;1;A;;;;;;;;;;
SAFX03;(*);5;Código da Pessoa Física/Jurídica;COD_FIS_JUR;14;A;;;;;;;;;;
SAFX03;(*);6;Tipo do Documento;COD_DOCTO;5;A;;;;;;;;;;
SAFX03;(*);7;Número do Documento;NUM_DOCFIS;12;A;;;;;;;;;;
SAFX03;;8;Série do Documento;SERIE_DOCFIS;3;A;;;;;;;;;;
SAFX03;;9;Subsérie do Documento;SUB_SERIE_DOCFIS;2;A;;;;;;;;;;
SAFX03;(*);10;Código de Operação;COD_OPERACAO;6;A;;;;;;;;;;
SAFX03;(*);11;Data da Emissão;DATA_EMISSAO;8;N;;;;;;;;;;
SAFX03;;12;Data do Vencimento;DATA_VENCTO;8;N;;;;;;;;;;
SAFX03;(*);13;Arquivamento;ARQUIVAMENTO;50;A;;;;;;;;;;
SAFX03;(*);14;Valor da Operação;VLR_MOVTO;015V002;N;;;;;;;;;;
SAFX03;(*);15;Débito/Crédito;IND_DEB_CRE;1;A;;;;;;;;;;
SAFX03;;16;Conta Contábil;COD_CONTA;70;A;;;;;;;;;;
SAFX03;;17;Centro de Custo;CENTRO_CUSTO;50;A;;;;;;;;;;
SAFX03;;18;Código do Índice;COD_INDICE;10;A;;;;;;;;;;
SAFX03;;19;Valor da Operação no Índice;VLR_MOVTO_CONV;014V004;N;;;;;;;;;;
SAFX03;;20;Valor Original do Documento;VLR_TOT_DOCTO;015V002;N;;;;;;;;;;
SAFX03;;21;Número do documento Compensação;NUM_DOC_COMPENS;15;A;;;;;;;;;;
SAFX03;;22;Centro de Responsabilidade;COD_CENTRO_RESP;20;A;;;;;;;;;;
SAFX03;;23;Código do Tributo;COD_TRIBUTO;2;A;;;;;;;;;;
SAFX03;;24;Especificação do Tributo;ESP_TRIBUTO;2;A;;;;;;;;;;
SAFX03;;25;Código de Receita;COD_RECEITA;6;A;;;;;;;;;;
SAFX03;;26;Código do DARF;COD_DARF;4;A;;;;;;;;;;
SAFX03;;27;Data do Fator Gerador;DATA_FATOR_GERADOR;8;N;;;;;;;;;;
SAFX03;;28;Data Inicial de Competência;DATA_INI_COMPET;8;N;;;;;;;;;;
SAFX03;;29;Data Final de Competência;DATA_FIM_COMPET;8;N;;;;;;;;;;
SAFX03;;30;Valor Bruto;VLR_BRUTO;015V002;N;;;;;;;;;;
SAFX03;;31;Valor da Dedução;VLR_DEDUCAO;015V002;N;;;;;;;;;;
SAFX03;;32;Alíquota do tributo;ALIQ_TRIBUTO;003V004;N;;;;;;;;;;
SAFX03;;33;Histórico;HISTORICO;50;A;;;;;;;;;;
SAFX03;;34;Tipo de Título de Crédito;IND_TIPO_TITULO;2;A;;;;;;;;;;
SAFX03;;35;Descrição Complementar do Título;DSC_COMPL_TITULO;50;A;;;;;;;;;;
SAFX03;;36;Quantidade de Parcelas;QTDE_PARCELA;3;N;;;;;;;;;;
SAFX03;;37;Número do Lançamento Contábil;NUM_LANCAMENTO;40;A;;;;;;;;;;
SAFX03;;38;Código do Setor;COD_SETOR;10;A;;;;;;;;;;
SAFX03;;39;Indicador do Tipo de Processo ;IND_TP_PROC_ADJ;1;A;;;;;;;;;;
SAFX03;;40;Número do Processo Principal;NUM_PROC_ADJ;21;A;;;;;;;;;;
SAFX03;;41;Código do Indicativo da Suspensão de Exigibilidade de Tributos do Processo ;COD_SUSP;14;A;;;;;;;;;;
SAFX03;;42;Valor da Retenção;VLR_RET;015V002;N;;;;;;;;;;
SAFX03;;43;Valor da Retenção não Efetuada;VLR_N_RET;015V002;N;;;;;;;;;;
SAFX04;(*);1;Indicador de Pessoa Física/Jurídica;IND_FIS_JUR;1;A;;;;;;;;;;
SAFX04;(*);2;Código Pessoa Física/Jurídica;COD_FIS_JUR;14;A;;;;;;;;;;
SAFX04;;3;Data Início/Inclusão/Alteração;DATA_X04;8;N;;;;;;;;;;
SAFX04;(*);4;Indicador do Conteúdo do Código;IND_CONTEM_COD;1;A;;;;;;;;;;
SAFX04;(*);5;Razão Social;RAZAO_SOCIAL;70;A;;;;;;;;;;
SAFX04;(*);6;CPF-CGC;CPF_CGC;14;A;;;;;;;;;;
SAFX04;;7;Código Atividade Econômica;COD_ATIVIDADE;7;N;;;;;;;;;;
SAFX04;;8;Inscrição Estadual;INSC_ESTADUAL;14;A;;;;;;;;;;
SAFX04;;9;Inscrição Municipal;INSC_MUNICIPAL;14;A;;;;;;;;;;
SAFX04;;10;Inscrição SUFRAMA;INSC_SUFRAMA;14;A;;;;;;;;;;
SAFX04;;11;Nome Fantasia;NOME_FANTASIA;50;A;;;;;;;;;;
SAFX04;;12;Endereço;ENDERECO;50;A;;;;;;;;;;
SAFX04;;13;Número do Endereço;NUM_ENDERECO;10;A;;;;;;;;;;
SAFX04;;14;Complemento do Endereço;COMPL_ENDERECO;45;A;;;;;;;;;;
SAFX04;;15;Bairro;BAIRRO;20;A;;;;;;;;;;
SAFX04;;16;Município;CIDADE;30;A;;;;;;;;;;
SAFX04;;17;Distrito;DISTRITO;20;A;;;;;;;;;;
SAFX04;;18;Subdistrito;SUB_DISTRITO;20;A;;;;;;;;;;
SAFX04;;19;UF;UF;2;A;;;;;;;;;;
SAFX04;;20;CEP;CEP;8;N;;;;;;;;;;
SAFX04;;21;País;COD_PAIS;3;A;;;;;;;;;;
SAFX04;;22;DDD;DDD;5;A;;;;;;;;;;
SAFX04;;23;Telefone;TELEFONE;10;A;;;;;;;;;;
SAFX04;;24;Fax;FAX;10;A;;;;;;;;;;
SAFX04;;25;Código do Município;COD_MUNICIPIO;5;N;;;;;;;;;;
SAFX04;;26;Classe de Pessoa Física Jurídica;IND_CLASSE_PFJ;2;A;;;;;;;;;;
SAFX04;;27;Classe de Empresa;IND_CLASSE_EMP;2;A;;;;;;;;;;
SAFX04;;28;Pessoa Física Contribuinte;IND_PFJ_CONTRIB;1;A;;;;;;;;;;
SAFX04;;29;Código Contábil;CODIGO_CONTABIL;20;A;;;;;;;;;;
SAFX04;;30;CEI;CEI;15;A;;;;;;;;;;
SAFX04;;31;Indicador de Cliente SID;IND_CLIENTE_SID;1;A;;;;;;;;;;
SAFX04;;32;CPF/CNPJ (Convênio ICMS 115);CPF_CNPJ_INV;14;A;;;;;;;;;;
SAFX04;;33;Sociedade em conta de participação;IND_SCP;1;A;;;;;;;;;;
SAFX04;;34;CBO;COD_CBO;10;A;;;;;;;;;;
SAFX04;;35;Número do PIS/PASEP;PIS_PASEP;11;A;;;;;;;;;;
SAFX04;;36;Categoria do Trabalhador;CATEGORIA_TRAB;2;A;;;;;;;;;;
SAFX04;;37;Ocorrência do Trabalhador;OCORRENCIA_TRAB;2;A;;;;;;;;;;
SAFX04;;38;Caixa Postal;CX_POSTAL;20;N;;;;;;;;;;
SAFX04;;39;Número do CEP - Caixa Postal;NUM_CEP_CX_POSTAL;8;N;;;;;;;;;;
SAFX04;;40;Endereço Eletrônico;E_MAIL;60;A;;;;;;;;;;
SAFX04;;41;Participante do Programa Fome Zero;IND_FOME_ZERO;1;A;;;;;;;;;;
SAFX04;;42;Logradouro;TP_LOGRADOURO;10;A;;;;;;;;;;
SAFX04;;43;Enquadrado como Simples Nacional;IND_SIMPLES_NAC;1;A;;;;;;;;;;
SAFX04;;44;Tipo de Bairro;TP_BAIRRO;10;A;;;;;;;;;;
SAFX04;;45;Data de nascimento;DATA_NASC_AUTONOMO;8;A;;;;;;;;;;
SAFX04;;46;Quantidade de Dependentes Imposto de Renda;IMP_RENDA_DEPEND;2;A;;;;;;;;;;
SAFX04;;47;Quantidade de Dependentes Salário Família;SAL_FAMILIA_DEPEND;2;A;;;;;;;;;;
SAFX04;;48;Função;COD_FUNCAO_AUTONOMO;10;A;;;;;;;;;;
SAFX04;;49;Incentivo Cultural;IND_INCENTIVO_CULTURAL;1;A;;;;;;;;;;
SAFX04;;50;Cliente Livre;IND_CLIENTE_LIVRE;1;A;;;;;;;;;;
SAFX04;;51;Passaporte;PASSAPORTE;20;A;;;;;;;;;;
SAFX04;;52;Data da Atribuição da Moléstia Grave;DATA_MOLESTIA;8;N;;;;;;;;;;
SAFX04;;53;Número de Identificação Fiscal;NUM_ID_FISCAL;30;A;;;;;;;;;;
SAFX04;;54;Relação Fonte Pagadora/Beneficiário;TP_FONTE_PAGADORA;3;A;;;;;;;;;;
SAFX04;;55;Província Estrangeira;DSC_PROVINCIA_EX;40;A;;;;;;;;;;
SAFX04;;56;Alvará;NUM_ALVARA;11;A;;;;;;;;;;
SAFX04;;57;Código da Instalação 2;COD_INSTAL_ANP;7;A;;;;;;;;;;
SAFX04;;58;Número de Certificado do Registro;NUM_CR;10;A;;;;;;;;;;
SAFX04;;59;Indicador do Nº de Identificação Fiscal;IND_IDENTIF_FISCAL;1;A;;;;;;;;;;
SAFX04;;60;CAEPF;NUM_CAEPF;15;A;;;;;;;;;;
SAFX04;;61;Data Início da Prestação de Serviços;DATA_PREST_SERV;8;N;;;;;;;;;;
SAFX04;;62;Indicação de Inclusão no Processo Conciliação de NFS de Corretores no Gerenciador de ISS;IND_CONCILIACAO;1;A;;;;;;;;;;
SAFX04;;63;Bairro (II);BAIRRO_II;60;A;;;;;;;;;;
SAFX04;;64;Nome do Contato ;NOM_CONTATO ;100;A;;;;;;;;;;
SAFX04;;65;Endereço na Web;ENDERECO_WEB ;200;A;;;;;;;;;;
SAFX04;;66;Código da Categoria do Trabalhador;COD_CATEG_TRAB;3;A;;;;;;;;;;
SAFX04;;67;Natureza da Atividade;IND_NAT_ATIVIDADE;1;A;;;;;;;;;;
SAFX04;;68;Setor;COD_SETOR;10;A;;;;;;;;;;
SAFX04;;69;CPF do Proprietário da Fazenda SP (São Paulo);CPF_SP;14;A;;;;;;;;;;
SAFX04;;70;Reservado 1;DSC_RESERVADO1;50;A;;;;;;;;;;
SAFX04;;71;Reservado 2;DSC_RESERVADO2;50;A;;;;;;;;;;
SAFX04;;72;Reservado 3;DSC_RESERVADO3;50;A;;;;;;;;;;
SAFX04;;73;Reservado 4;DSC_RESERVADO4;50;A;;;;;;;;;;
SAFX04;;74;Reservado 5;DSC_RESERVADO5;50;A;;;;;;;;;;
SAFX04;;75;Reservado 6;VLR_RESERVADO6;015V002;N;;;;;;;;;;
SAFX04;;76;Reservado 7;VLR_RESERVADO7;015V002;N;;;;;;;;;;
SAFX04;;77;Reservado 8;VLR_RESERVADO8;015V002;N;;;;;;;;;;
SAFX04;;78;Informações sobre Isenção e Imunidade;IND_ISENTO_IMUNE;1;A;;;;;;;;;;
SAFX04;;79;Contribuinte ICMS;IND_CONTRIB_ICMS;1;A;;;;;;;;;;
SAFX04;;80;Produtor Rural;IND_PRODUTOR_RURAL;1;A;;;;;;;;;;
SAFX05;(*);1;Código da Empresa;COD_EMPRESA;3;A;;;;;;;;;;
SAFX05;(*);2;Código do Estabelecimento;COD_ESTAB;6;A;;;;;;;;;;
SAFX05;(*);3;Data do Movimento;DATA_MOVTO;8;N;;;;;;;;;;
SAFX05;(*);4;Indicador de Pessoa Física/Jurídica;IND_FIS_JUR;1;A;;;;;;;;;;
SAFX05;(*);5;Código da Pessoa Física/Jurídica;COD_FIS_JUR;14;A;;;;;;;;;;
SAFX05;(*);6;Tipo do Documento;COD_DOCTO;5;A;;;;;;;;;;
SAFX05;(*);7;Número do Documento;NUM_DOCFIS;12;A;;;;;;;;;;
SAFX05;;8;Série do Documento;SERIE_DOCFIS;3;A;;;;;;;;;;
SAFX05;;9;Subsérie do Documento;SUB_SERIE_DOCFIS;2;A;;;;;;;;;;
SAFX05;(*);10;Código de Operação;COD_OPERACAO;6;A;;;;;;;;;;
SAFX05;(*);11;Data da Emissão;DATA_EMISSAO;8;N;;;;;;;;;;
SAFX05;;12;Data do Vencimento;DATA_VENCTO;8;N;;;;;;;;;;
SAFX05;(*);13;Arquivamento;ARQUIVAMENTO;50;A;;;;;;;;;;
SAFX05;(*);14;Valor da Operação;VLR_MOVTO;015V002;N;;;;;;;;;;
SAFX05;(*);15;Débito/Crédito;IND_DEB_CRE;1;A;;;;;;;;;;
SAFX05;;16;Conta Contábil;COD_CONTA;70;A;;;;;;;;;;
SAFX05;;17;Centro de Custo;CENTRO_CUSTO;50;A;;;;;;;;;;
SAFX05;;18;Código do Índice;COD_INDICE;10;A;;;;;;;;;;
SAFX05;;19;Valor da Operação no Índice;VLR_MOVTO_CONV;014V004;N;;;;;;;;;;
SAFX05;;20;Valor Original do Documento;VLR_TOT_DOCTO;015V002;N;;;;;;;;;;
SAFX05;;21;Número do Documento Compensação;NUM_DOCTO_COMPENS;15;A;;;;;;;;;;
SAFX05;;22;Histórico;HISTORICO;50;A;;;;;;;;;;
SAFX05;;23;Observação;OBSERVACAO;20;A;;;;;;;;;;
SAFX05;;24;Tipo de Título de Crédito;IND_TIPO_TITULO;2;A;;;;;;;;;;
SAFX05;;25;Descrição Complementar do Título;DSC_COMPL_TITULO;50;A;;;;;;;;;;
SAFX05;;26;Quantidade de Parcelas;QTDE_PARCELA;3;N;;;;;;;;;;
SAFX05;;27;Número do Lançamento Contábil;NUM_LANCAMENTO;40;A;;;;;;;;;;
SAFX05;;28;Código da SCP;COD_SCP;14;A;;;;;;;;;;
SAFX05;;29;Indicador do Beneficiário (DMED);IND_FIS_JUR_DMED  ;1;A;;;;;;;;;;
SAFX05;;30;Código do Beneficiário (DMED);COD_FIS_JUR_DMED  ;14;A;;;;;;;;;;
SAFX06;(*);1;Código da Empresa;COD_EMPRESA;3;A;;;;;;;;;;
SAFX06;(*);2;Código do Estabelecimento;COD_ESTAB;6;A;;;;;;;;;;
SAFX06;(*);3;Data de Apuração;DAT_APURACAO;8;N;;;;;;;;;;
SAFX06;(*);4;Código de Grupo de Combustível;COD_GRP_COMB;2;A;;;;;;;;;;
SAFX06;(*);5;Indicador de Perda/Ganho;IND_PERDA_GANHO;1;N;;;;;;;;;;
SAFX06;;6;Quantidade de Combustível;QTD_COMB;011V006;N;;;;;;;;;;
SAFX06;;7;Quantidade de gasolina ‘A’;QTD_GAS_A;011V006;N;;;;;;;;;;
SAFX07;(*);1;Código da Empresa;COD_EMPRESA;3;A;;;;;;;;;;
SAFX07;(*);2;Código do Estabelecimento;COD_ESTAB;6;A;;;;;;;;;;
SAFX07;(*);3;Movimento Entrada/Saída;MOVTO_E_S;1;A;;;;;;;;;;
SAFX07;(*);4;Normal ou Devolução;NORM_DEV;1;A;;;;;;;;;;
SAFX07;(*);5;Tipo do Documento;COD_DOCTO;5;A;;;;;;;;;;
SAFX07;(*);6;Indicador Pessoa Física/Jurídica;IDENT_FIS_JUR;1;A;;;;;;;;;;
SAFX07;(*);7;Código/Destinatário/Emitente/ Remetente;COD_FIS_JUR;14;A;;;;;;;;;;
SAFX07;(*);8;Número do Documento Fiscal/ Número do Mapa Resumo de Caixa;NUM_DOCFIS;12;A;;;;;;;;;;
SAFX07;;9;Série do Documento Fiscal;SERIE_DOCFIS;3;A;;;;;;;;;;
SAFX07;;10;Subsérie do Documento Fiscal;SUB_SERIE_DOCFIS;2;A;;;;;;;;;;
SAFX07;(*);11;Data de Emissão;DATA_EMISSAO;8;N;;;;;;;;;;
SAFX07;(*);12;Classificação do Documento Fiscal;COD_CLASS_DOC_FIS;1;A;;;;;;;;;;
SAFX07;(*);13;Modelo de Documento;COD_MODELO;2;A;;;;;;;;;;
SAFX07;;14;Código Fiscal;COD_CFO;4;A;;;;;;;;;;
SAFX07;;15;Natureza de Operação;COD_NATUREZA_OP;3;A;;;;;;;;;;
SAFX07;;16;Número do Docto. Fiscal de Referência;NUM_DOCFIS_REF;12;A;;;;;;;;;;
SAFX07;;17;Série do Docto. Fiscal de Referência;SERIE_DOCFIS_REF;3;A;;;;;;;;;;
SAFX07;;18;Subsérie do Docto. Fiscal de Referência;S_SER_DOCFIS_REF;2;A;;;;;;;;;;
SAFX07;;19;Número da Declaração de Importação;NUM_DEC_IMP_REF;12;A;;;;;;;;;;
SAFX07;;20;Data de Saída/Recebimento;DATA_SAIDA_REC;8;N;;;;;;;;;;
SAFX07;;21;Inscrição Estadual Substituto Tributário;INSC_ESTAD_SUBSTIT;14;A;;;;;;;;;;
SAFX07;;22;Valor dos Produtos / Serviços;VLR_PRODUTO;015V002;N;;;;;;;;;;
SAFX07;;23;Valor Total do Documento Fiscal;VLR_TOT_NOTA;015V002;N;;;;;;;;;;
SAFX07;;24;Valor do Frete;VLR_FRETE;015V002;N;;;;;;;;;;
SAFX07;;25;Valor do Seguro;VLR_SEGURO;015V002;N;;;;;;;;;;
SAFX07;;26;Valor de Outras Despesas;VLR_OUTRAS;015V002;N;;;;;;;;;;
SAFX07;;27;Valor Diferença Alíquotas Fretes;VLR_BASE_DIF_FRETE;015V002;N;;;;;;;;;;
SAFX07;;28;Valor Descontos;VLR_DESCONTO;015V002;N;;;;;;;;;;
SAFX07;;29;Contribuinte (S/N);CONTRIB_FINAL;1;A;;;;;;;;;;
SAFX07;(*);30;Situação da Nota;SITUACAO;1;A;;;;;;;;;;
SAFX07;;31;Índice de Conversão;COD_INDICE;10;A;;;;;;;;;;
SAFX07;;32;Valor do Documento em Índice;VLR_NOTA_CONV;014V004;N;;;;;;;;;;
SAFX07;;33;Conta Contábil;COD_CONTA;70;A;;;;;;;;;;
SAFX07;;34;Alíquota ICMS;VLR_ALIQ_ICMS;003V004;N;;;;;;;;;;
SAFX07;;35;Valor ICMS;VLR_ICMS;015V002;N;;;;;;;;;;
SAFX07;;36;Diferença Alíquota ICMS;DIF_ALIQ_ICMS;003V004;N;;;;;;;;;;
SAFX07;;37;Observação ICMS/ISS;OBS_ICMS;45;A;;;;;;;;;;
SAFX07;;38;Código de Apuração ICMS;COD_APUR_ICMS;5;A;;;;;;;;;;
SAFX07;;39;Alíquota IPI;VLR_ALIQ_IPI;003V004;N;;;;;;;;;;
SAFX07;;40;Valor IPI;VLR_IPI;015V002;N;;;;;;;;;;
SAFX07;;41;Observação IPI;OBS_IPI;45;A;;;;;;;;;;
SAFX07;;42;Código Apuração IPI;COD_APUR_IPI;5;A;;;;;;;;;;
SAFX07;;43;Alíquota IR;VLR_ALIQ_IR;003V004;N;;;;;;;;;;
SAFX07;;44;Valor IR;VLR_IR;015V002;N;;;;;;;;;;
SAFX07;;45;Alíquota ISS;VLR_ALIQ_ISS;003V004;N;;;;;;;;;;
SAFX07;;46;Valor ISS;VLR_ISS;015V002;N;;;;;;;;;;
SAFX07;;47;Alíquota ICMS Substituição Tributária;VLR_ALIQ_SUB_ICMS;003V004;N;;;;;;;;;;
SAFX07;;48;Valor ICMS Substituição Tributária;VLR_SUBST_ICMS;015V002;N;;;;;;;;;;
SAFX07;;49;Observação ICMS Substituição Tributária;OBS_SUBST_ICMS;45;A;;;;;;;;;;
SAFX07;;50;Código Apuração ICMS Subst. Tributária;COD_APUR_SUB_ICMS;5;A;;;;;;;;;;
SAFX07;;51;Base ICMS Tributada;BASE_TRIB_ICMS;015V002;N;;;;;;;;;;
SAFX07;;52;Base ICMS Isenta;BASE_ISEN_ICMS;015V002;N;;;;;;;;;;
SAFX07;;53;Base ICMS Outras;BASE_OUTR_ICMS;015V002;N;;;;;;;;;;
SAFX07;;54;Base Redução ICMS;BASE_REDU_ICMS;015V002;N;;;;;;;;;;
SAFX07;;55;Base IPI Tributada;BASE_TRIB_IPI;015V002;N;;;;;;;;;;
SAFX07;;56;Base IPI Isenta;BASE_ISEN_IPI;015V002;N;;;;;;;;;;
SAFX07;;57;Base IPI Outras;BASE_OUTR_IPI;015V002;N;;;;;;;;;;
SAFX07;;58;Base Redução IPI;BASE_REDU_IPI;015V002;N;;;;;;;;;;
SAFX07;;59;Base IR Tributada;BASE_TRIB_IR;015V002;N;;;;;;;;;;
SAFX07;;60;Base IR Isenta;BASE_ISEN_IR;015V002;N;;;;;;;;;;
SAFX07;;61;Base ISS Tributada;BASE_TRIB_ISS;015V002;N;;;;;;;;;;
SAFX07;;62;Base ISS Isenta;BASE_ISEN_ISS;015V002;N;;;;;;;;;;
SAFX07;;63;Base ISS Realizados por Terceiros;BASE_REAL_TERC_ISS;015V002;N;;;;;;;;;;
SAFX07;;64;Base ICMS Substituição Tributária;BASE_SUB_TRIB_ICMS;015V002;N;;;;;;;;;;
SAFX07;;65;Número Máquina Registradora;NUM_MAQ_REG;6;N;;;;;;;;;;
SAFX07;;66;Número Cupom Final do Dia;NUM_CUPON_FISC;6;A;;;;;;;;;;
SAFX07;;67;Modelo Cupom Fiscal;IND_MODELO_CUPOM;2;A;;;;;;;;;;
SAFX07;;68;Valor Total Serviços;VLR_CONTAB_COMPL;015V002;N;;;;;;;;;;
SAFX07;;69;Número de Controle da Nota Fiscal;NUM_CONTROLE_DOCTO;12;A;;;;;;;;;;
SAFX07;;70;Valor da Alíquota de Destino;VLR_ALIQ_DESTINO;003V004;N;;;;;;;;;;
SAFX07;;71;Nota Fiscal Incentivada;IND_NF_ESPECIAL;1;A;;;;;;;;;;
SAFX07;;72;Indicador do Tipo de Frete;IND_TP_FRETE;1;A;;;;;;;;;;
SAFX07;;73;Código do Município do ISS;COD_MUNICIPIO;7;N;;;;;;;;;;
SAFX07;;74;Nota Fiscal Transferência de Crédito/ Débito;IND_TRANSF_CRED;1;A;;;;;;;;;;
SAFX07;;75;Data da Declaração de Importação/Data Doc. Original nas Oper. de Devolução.;DAT_DI;8;N;;;;;;;;;;
SAFX07;;76;Valor Serviço de Transporte - Valor Frete;VLR_TOM_SERVICO;015V002;N;;;;;;;;;;
SAFX07;;77;Data Escrita Extemporânea;DAT_ESCR_EXTEMP;8;N;;;;;;;;;;
SAFX07;;78;Código Tributação Interno;COD_TRIB_INT;5;A;;;;;;;;;;
SAFX07;;79;Código da Região;COD_REGIAO;2;A;;;;;;;;;;
SAFX07;;80;Data Autenticação/Data do Canc. da NF;DAT_AUTENTIC;8;N;;;;;;;;;;
SAFX07;;81;Canal de Distribuição/Código Obra;COD_CANAL_DISTRIB;10;A;;;;;;;;;;
SAFX07;;82;Apropria;IND_CRED_ICMSS;1;A;;;;;;;;;;
SAFX07;;83;ICMS Não Escriturado/Estorno de Débito de NFST;VLR_ICMS_NDESTAC;015V002;N;;;;;;;;;;
SAFX07;;84;IPI Não Escriturado;VLR_IPI_NDESTAC;015V002;N;;;;;;;;;;
SAFX07;;85;Valor base INSS;VLR_BASE_INSS;015V002;N;;;;;;;;;;
SAFX07;;86;Valor Alíquota INSS;VLR_ALIQ_INSS;003V004;N;;;;;;;;;;
SAFX07;;87;Valor INSS Retido;VLR_INSS_RETIDO;015V002;N;;;;;;;;;;
SAFX07;;88;Valor Material Aplicado ;VLR_MAT_APLIC_ISS;015V002;N;;;;;;;;;;
SAFX07;;89;Valor Subempreitada (ISS);VLR_SUBEMPR_ISS;015V002;N;;;;;;;;;;
SAFX07;;90;Indicador Município Beneficiário do ISS;IND_MUNIC_ISS;1;A;;;;;;;;;;
SAFX07;;91;Responsável pelo Recolhimento de ISS;IND_CLASSE_OP_ISS;1;A;;;;;;;;;;
SAFX07;;92;Valor de Diferencial de Alíquotas;VLR_OUTROS1;015V002;N;;;;;;;;;;
